House,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14
Slytherin,0.02061360154193228,-0.2569905522518027,-1.5970927405166109,-1.878100117618363,0.07409126102697969,-0.09746033993100664,-0.6021437628708485,-0.16562904066285028,-0.03531393777301105,-0.2594462287181987,-0.08941926123921067,-0.395334050265438,-0.8173610316511928,-1.0950103215355447,0.3671786711913124
Gryffindor,0.003798755042282903,0.34861090578524495,0.7362936746325408,-1.9787513295691093,-0.06242002137394964,0.0054278251617303,-0.1536844569384486,0.42614775928293686,0.04268735532001431,-0.16210073014146578,0.3748418724713958,0.666738102445295,0.8466858429915078,2.7745292818175824,0.2584549489798616
Ravenclaw,-0.022782607942933648,0.17614938242514688,-1.1070803140198318,1.0734900579081916,0.327511174763005,0.9238216987027091,2.8653281043249614,1.210575340154659,0.0913397260754713,0.18194898210985302,0.2198405045297511,0.021630696511784012,-0.08445511747167155,-0.2265764229489811,0.05282822450512957
Hufflepuff,-0.014835231543298615,0.018190102663251974,2.3422065700130883,2.6655752931232706,-0.11412041084641761,-0.467165759674976,-1.2427036844966093,-0.8179155906612824,-0.06979577188892222,0.21726304660249787,-0.1743205670852116,-0.07916907167243815,-0.12634009992842407,-0.5369790850476646,0.17496850515443998
